CUSTOMER CODE,CUSTOMER NAME,ADDRESS 1,ADDRESS 2,TRANSACTION TYPE,ITEM CODE,ITEM DIMENSION,ITEM UNIT OF MEASURE,COMPANY CODE,COMPANY DIMENSION,LOT NUMBER,EXPIRATION DATE,SEGMENT CODE,SEGMENT NAME,PRINCIPAL CODE,PRINCIPAL DIMENSION,QUANTITY SOLD,QUANTITY FREE,UNIT PRICE,GROSS SALES AMOUNT,DISCOUNT AMOUNT,VALUE ADDED TAX AMOUNT,VAT EXCLUSIVE,SALES TAX,NET OF SALES TAX,MDI DISTRIBUTION FEE,BILLING NET SALES,BILLING VAT AMOUNT,BILL GROSS SALES,GB DISTRIBUTION FEE,METRO DRUG CYCLE DATE,Sales Week Number,PERIOD FROM DATE,PERIOD TO DATE,BATCH NUMBER,Batch Date
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13410,Lagundex 300mg/5ml x 120ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803315         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13410,Lagundex 300mg/5ml x 120ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803315         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13412,Lagundex Forte 600mg/5ml x 120ml Soothing Mint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803112         ,10/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13412,Lagundex Forte 600mg/5ml x 120ml Soothing Mint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803112         ,10/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13412,Lagundex Forte 600mg/5ml x 120ml Soothing Mint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803112         ,10/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-13926,Rabipur Powder 1Ml Vial 2.5Iu/M,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'2477           ,04/30/2016,'002,BIOLOGICA,PC-0005,"NOVARTIS HEALTHCARE PHILIPPINES, INC",0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,198,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13262          ,08/31/2015,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13262          ,08/31/2015,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13262          ,08/31/2015,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13262          ,08/31/2015,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",IV,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/01/2013,2,12/08/2013,12/14/2013,2013002,12/15/2013
